ext_recipe_id,title,category,subcategory,description,num_ingredients,num_steps,directions_text
846,Quick and Easy No-Chop Chicken and Wild Rice Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,This quick and easy no-chop chicken and wild rice soup is for those weeks when you have neither the time or energy to pull off a soup with freshly-chopped ingredients. This is my big batch go-to for Sunday weekly lunch prep.,8,2,"Combine water, broth, peas and carrots, mushrooms, chicken, and rice mix with seasoning in a large pot. Bring to a boil over high heat. Reduce heat, cover, and simmer for 20 minutes.
Ladle into bowls; season with salt and pepper. Garnish with chopped green onions."
847,Creamy Cowboy Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"Creamy cowboy soup is a hearty, rustic creamy soup with beef, bacon, beans, and potatoes that is perfect for the start of ""‘ber season.""",15,5,"Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 8 minutes. Drain bacon slices on paper towels; chop when cool enough to handle.
Melt butter in a saucepan over medium heat; whisk in flour. Slowly add evaporated milk, whisking until smooth. Cook until thickened slightly, about 2 minutes; remove from heat.
Add oil to a large pot or Dutch oven; cook onions over medium heat until nearly translucent. Add ground beef, and cook and stir, breaking up chunks with a spatula as it cooks, 5 to 7 minutes. Drain any excess fat.
Add bacon, diced tomatoes with green chiles, beans, and corn. Pour in beef broth and add the diced potatoes. Stir to combine. Add garlic granules, and cumin. Season with salt and pepper.
Bring soup to a boil, then reduce heat to low. Cover; simmer until potatoes are tender; 20 to 30 minutes. Pour evaporated milk mixture into soup; stir to combine. Serve immediately."
848,Slow Cooker Stuffed Pepper Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This slow cooker stuffed pepper soup is essentially deconstructed stuffed bell peppers, in the form of a delicious, hearty soup.",14,3,"Heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until browned and crumbly, 5 to 7 minutes. Drain and discard any excess grease.
Place beef, chicken broth, tomato sauce, diced tomatoes, garlic, green pepper, red pepper, onion, bouillon, oregano, salt, and pepper in a slow cooker. Stir to combine and cook on High until vegetables are soft, 3 to 4 hours.
Add rice and cook until rice is tender, 20 to 25 minutes more. Serve topped with mozzarella cheese."
849,Easy Black Bean Soup for Two,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"For this easy black bean soup for two, canned black beans are partially blended for a creamy base. This is a comforting soup for days when you don't want to spend hours in the kitchen. Feel free to add diced ham for a heartier soup, or to garnish with shredded cheese and salsa.",9,3,"Heat oil in a large pan over medium-high heat. Add onion and jalapeno. Cook until onions are translucent, about 5 minutes.
Stir in chili powder, cumin, and oregano. Blend one can of beans in a blender until smooth and add to pot.
Rinse and drain the other 2 cans of black beans and add to pot. Add water or broth. Bring pot to a boil. Reduce heat and simmer for 20 minutes. Season with salt to taste."
850,Creamy Sausage Tortellini Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,This creamy sausage tortellini soup is loaded with hot Italian sausage and veggies. It's a comforting full meal with a side salad and some crusty bread.,14,3,"Place sausage, celery, carrots and onions in a Dutch oven over medium heat. Cook and stir until sausage is browned and veggies are tender, 7 to 9 minutes. Add garlic and cook until fragrant, about 1 minute.
Stir in flour and until well incorporated. Pour in chicken broth, scraping bottom of pot to release all browned bits. Cook for 1 minute. Add diced tomatoes and Italian seasoning; bring to a boil.
Reduce heat, add tortellini, and simmer for 5 minutes. Add cream; cook and stir for 5 more minutes. Add mozzarella cheese and stir until melted; stir in spinach. Season with salt and pepper."
851,Cowboy Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This cowboy soup with beef, lots of vegetables, and a tomato base, is a hearty stick-to-your-ribs kind of meal. Leftovers are even better the next day and it freezes well, too.",13,2,"Heat a large stock pot over medium-high heat. Add ground beef and onions. Cook, breaking up beef with a spatula, until onions have softened and beef is no longer pink, about 5 minutes. Drain excess grease.
Add green pepper, beef broth, tomatoes, beans, corn, potato, chili powder, Worcestershire sauce, paprika, and cumin. Bring to a boil; reduce heat and simmer for 40 minutes. Season with salt and pepper. Ladle into bowls and serve."
852,Easy Slow Cooker Lasagna Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This slow cooker lasagna soup has all the flavors you love from lasagna, thrown together in a slow cooker without all the work and cleanup. I like to add 1/2 pound of Italian sausage to this but it is not necessary.",12,4,"Crumble ground beef in a large skillet over medium heat. Cook and stir for 5 minutes. Drain.
Place beef in the bottom of a slow cooker. Add bell pepper, onion, diced tomatoes, crushed tomatoes, beef broth, mushrooms, and Italian seasoning. Cook on low 4 hours.
Add broken lasagna noodles. Cook on Low until noodles are tender, about 45 minutes more. Season with salt and pepper to taste.
Ladle soup into serving bowls. Divide mozzarella cheese between the bowls. Top each bowl with a dollop of ricotta cheese."
853,Couscous Chicken Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,Making this flavorful chicken couscous soup with an herb and mushroom couscous mix gives a nice change from noodles. It's a one-pot meal that is ready in under an hour.,10,3,"Melt butter in a large stock pot over medium-high heat. Add onion, carrot, and celery, and cook and stir for 5 minutes.
Add chicken, broth, parsley, salt, and pepper. Bring to a boil, reduce heat, and simmer 20 minutes.
Add couscous and cook 7 minutes more. Ladle into bowls and serve."
854,Chicken Soup with Pearl Couscous,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This chicken soup with pearl couscous is superb comfort food, something most turn to when the weather turns cool. This soup is easy to make and cleanup is minimal, perfect for a weeknight.",9,3,"Bring chicken broth to a simmer in a pot over medium heat. Add onions, carrots, diced chicken, couscous, salt, and pepper and cook for 10 minutes.
Microwave butter in a small glass bowl until melted, about 30 seconds. Add flour, whisking well until smooth.
Whisk roux into broth, and cook until slightly thickened, about 10 minutes. Garnish with parsley and serve immediately."
855,Quick Tomato and Bean Soup Provencal,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This quick tomato and bean soup Provencal is my version of a traditional soup from the Provence region of France. It's a satisfying soup that comes together quickly. Serve with crusty bread, or enjoy with a slice of quiche.",11,4,"Heat olive oil in a large saucepan over medium heat, add onion, and saute until tender and translucent, 3 to 4 minutes. Stir in garlic and cook until fragrant, about 30 seconds.
Stir in tomatoes, chicken broth, water, and red pepper flakes, and bring to a boil. Reduce heat and simmer, uncovered, for 10 minutes.
Add butter beans and cook until heated through, about 5 minutes. Stir in spinach, and heat until wilted.
Season to taste with salt and pepper. Garnish with Parmesan cheese, and serve hot."
856,Creamy Cajun Potato Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This creamy Cajun potato soup is hearty, full of goodness and Cajun flavor. Andouille sausage, the ""holy trinity"" of onion, bell pepper, and celery, and Cajun seasoning bring it all together.",12,4,"Place potatoes in a large microwave-safe bowl with a few tablespoons water, and cook on High, stopping occasionally to stir potatoes, until nearly tender, 5 to 8 minutes.
Meanwhile, heat butter and olive oil in a large stock pot over medium heat. Add onion, celery, bell pepper, and garlic, and cook and stir until onion begins to turn translucent, about 5 minutes. Stir in andouille, and cook for about 5 minutes more.
Pour in vegetable broth; bring to a simmer, add potatoes, and cook until potatoes are fork-tender, about 15 minutes.
Stir in cream; season to taste with Cajun seasoning, and cook just until heated through. Serve hot in bowls; sprinkle each bowl with Parmesan cheese."
857,Artichoke Parmesan Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This artichoke Parmesan soup, a tangy, comforting delight, is made with tender artichoke hearts and savory Parmesan cheese. It's perfect for a cozy night in or a quick, delicious meal.",10,3,"Heat olive oil over medium heat in a large pot. Add onion and cook and stir until softened, about 5 minutes. Add artichoke hearts, garlic, and thyme, and cook for another 2 to 3 minutes. Pour in chicken broth and bring to a simmer. Cook, uncovered, for about 10 minutes.
Stir in Parmesan cheese and lemon juice. Using an immersion blender, carefully blend the soup until smooth. Alternatively, you can transfer the soup to a blender and blend in batches, then return it to the pot. Discard any fibrous artichoke pieces that remain stuck to the blades, or strain for a smoother soup.
Stir in heavy cream; season with salt and pepper. Simmer, stirring occasionally, until soup is heated through and flavors have melded together, another 4 to 5 minutes. Garnish with extra Parmesan cheese."
858,Roasted Cauliflower and Garlic Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"This rich and creamy roasted cauliflower and garlic soup packs a punch of flavor from the whole head of roasted garlic, and is finished off with a luxurious drizzle of truffle oil.",7,5,"Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with parchment paper.
Place cauliflower florets on the prepared baking sheet and toss with 2 tablespoons olive oil. Cut the top off the garlic bulb crosswise to expose the cloves; drizzle with remaining 1 tablespoon olive oil, and wrap it in aluminum foil. Place wrapped garlic bulb on the baking sheet with cauliflower.
Roast in the preheated oven until cauliflower is golden brown and garlic is soft, about 30 minutes. Cool garlic and squeeze roasted cloves from their skins.
In a blender, combine cauliflower, garlic cloves, vegetable broth, and truffle oil. Blend until smooth. Pour into a large saucepan and bring to a simmer for 8 to 10 minutes. Add heavy cream and stir to combine. Season to taste with salt and pepper.
Ladle soup into bowls and lightly drizzle with additional truffle oil, if desired."
859,Chicken Pot Pie Soup,Allrecipes Allstar Recipes,Allrecipes Allstars Soups And Stews,"Chicken pot pie soup — talk about a tasty twist on tradition! This rich and creamy soup has all the things we love about chicken pot pie, but in a soup.",14,7,"Heat 3 tablespoons oil in a Dutch oven or large cast iron skillet over medium heat. Pat chicken dry with a paper towel and season to taste with all-purpose seasoning.
Cook chicken thighs until browned, about 6 to 7 minutes on each side; transfer chicken to a platter to cool.
Add onions, celery, carrots, and garlic to the remaining oil in the Dutch oven (add 1 tablespoon more oil if needed). Season mixture with 1 teaspoon all-purpose seasoning to layer the flavor. Cook and stir until onions begin to turn translucent, 3 to 4 minutes.
Add mushrooms, chicken bouillon cube, and dried rosemary. Cook and stir for 2 minutes. Whisk in flour; cook for 1 to 2 minutes.
Slowly whisk in chicken stock. Bring to a simmer and continue stirring until flour is well mixed into stock. Cook, stirring constantly, until soup begins to thicken. Depending on how thick you would like your soup, you may need to add a little more stock.
Meanwhile, remove skin from chicken thighs, pull the meat apart, and add to the pot. Continue to stir for 1 minute. Cover and cook at a low simmer for 10 to 12 minutes.
Add frozen vegetables; stir and reduce heat. Pour in heavy cream and stir well to blend in the cream. Cover, and return soup to a simmer, 3 to 5 minutes. Remove from heat, stir, and serve immediately."
